"CODIGO","ANO_LETIVO","PERIODO","INSCRITOS","COM_FREQUENCIA","APROVADOS","DEPARTAMENTO"
"EM0054","2008/2009","1S",,,,""
"EM0065","2008/2009","1S",,,,""
"MM0001","2008/2009","1S",,,,""
"MM0002","2008/2009","1S",,,,""
"PRODEM014","2008/2009","1S",,,,""
"EIG0015","2008/2009","1S",,,,""
"EM0005","2008/2009","1S",,,,""
"EEC0094","2008/2009","1S",,,,""
"EA0011","2008/2009","2S",,,,""
"MCI0016","2008/2009","1S",,,,""
"EEC0065","2008/2009","1S",,,,""
"MEMG0018","2008/2009","1S",,,,""
"EMG0027","2008/2009","2S",,,,""
"EIC0074","2008/2009","1S",,,,""
"EEC0022","2008/2009","1S",,,,""
"EC0035","2008/2009","1S",,,,""
"EIC0063","2007/2008","1S",,,,""
"EEC0042","2008/2009","1S",,,,""
"EIC0072","2008/2009","1S",,,,""
"EEC0006","2008/2009","1S",,,,""
"EEC0059","2008/2009","1S",,,,""
"EIC0040","2009/2010","1S",,,,""
"EIC0053","2008/2009","1S",,,,""
"EIG0004","2009/2010","1S",,,,""
"EIG0005","2009/2010","1S",,,,""
"EIG0006","2009/2010","1S",,,,""
"EIG0007","2009/2010","1S",,,,""
"EIG0009","2009/2010","2S",,,,""
"EIG0010","2009/2010","2S",,,,""
"EIG0011","2009/2010","2S",,,,""
"EIG0012","2009/2010","2S",,,,""
"EIG0013","2009/2010","1S",,,,""
"EIG0014","2009/2010","1S",,,,""
"EIG0015","2009/2010","1S",,,,""
"EIG0045","2009/2010","1S",,,,""
"EIG0016","2009/2010","2S",,,,""
"EIG0017","2009/2010","2S",,,,""
"EIG0018","2009/2010","2S",,,,""
"EIG0019","2009/2010","1S",,,,""
"EIG0020","2009/2010","1S",,,,""
"EIG0021","2009/2010","1S",,,,""
"EIG0022","2009/2010","1S",,,,""
"EIG0023","2009/2010","1S",,,,""
"EIG0024","2009/2010","2S",,,,""
"EIG0025","2009/2010","2S",,,,""
"EIG0026","2009/2010","2S",,,,""
"EIG0027","2009/2010","2S",,,,""
"EIG0028","2009/2010","1S",,,,""
"EIG0029","2009/2010","1S",,,,""
"EIG0030","2009/2010","1S",,,,""
"EIG0031","2009/2010","1S",,,,""
"EIG0032","2009/2010","1S",,,,""
"EIG0033","2009/2010","2S",,,,""
"EIG0034","2009/2010","2S",,,,""
"EIG0035","2009/2010","2S",,,,""
"EIG0036","2009/2010","2S",,,,""
"EIG0037","2009/2010","2S",,,,""
"EIG0038","2009/2010","1S",,,,""
"EIG0039","2009/2010","1S",,,,""
"EIG0040","2009/2010","1S",,,,""
"EIG0041","2009/2010","1S",,,,""
"EIG0042","2009/2010","1S",,,,""
"EIG0043","2009/2010","1S",,,,""
"EIG0043","2009/2010","2S",,,,""
"PDEEC0018","2007/2008","2S",,,,""
"EIG0005","2008/2009","1S",,,,""
"EM0071","2008/2009","1S",,,,""
"EEC0070","2008/2009","1S",,,,""
"EEC0003","2008/2009","1S",,,,""
"EIC0006","2008/2009","1S",,,,""
"EEC0055","2008/2009","1S",,,,""
"EC0023","2008/2009","1S",,,,""
"EC0014","2008/2009","1S",,,,""
"EM0083","2008/2009","1S",,,,""
"MEB102","2006/2007","1S",,,,""
"PRODEB002","2007/2008","1S",,,,""
"EIG0007","2008/2009","1S",,,,""
"EC0027","2008/2009","2S",,,,""
"EM0028","2008/2009","1S",,,,""
"EIC0054","2008/2009","1S",,,,""
"EEC0085","2008/2009","1S",,,,""
"EC0046","2008/2009","1S",,,,""
"EQ0014","2008/2009","1S",,,,""
"EIG0003","2008/2009","1S",,,,""
"EIC0045","2008/2009","1S",,,,""
"EC0033","2008/2009","1S",,,,""
"EMG0001","2008/2009","1S",,,,""
"EEC0079","2008/2009","1S",,,,""
"EIC0052","2008/2009","1S",,,,""
"EM0027","2008/2009","1S",,,,""
"EIG0009","2008/2009","2S",,,,""
"EM0050","2009/2010","1S",,,,""
"EM0051","2009/2010","1S",,,,""
"EM0052","2009/2010","1S",,,,""
"EM0053","2009/2010","1S",,,,""
"EM0054","2009/2010","1S",,,,""
"EM0055","2009/2010","1S",,,,""
"EM0056","2009/2010","1S",,,,""
"EM0057","2009/2010","1S",,,,""
"EM0058","2009/2010","1S",,,,""
"EM0059","2009/2010","1S",,,,""
"EM0060","2009/2010","1S",,,,""
"EM0061","2009/2010","1S",,,,""
"EM0062","2009/2010","1S",,,,""
"EM0063","2009/2010","1S",,,,""
"EM0064","2009/2010","1S",,,,""
"EIG0042","2008/2009","1S",,,,""
"MM0015","2008/2009","1S",,,,""
"EBE0013","2008/2009","1S",,,,""
"EIG0020","2008/2009","1S",,,,""
"EEC0116","2008/2009","1S",,,,""
"EIC0049","2008/2009","1S",,,,""
"EIC0013","2008/2009","1S",,,,""
"EIC0056","2008/2009","1S",,,,""
"EMM0026","2008/2009","1S",,,,""
"EIC0060","2008/2009","1S",,,,""
"EEC0127","2008/2009","1S",,,,""
"EIC0034","2008/2009","1S",,,,""
"EA0010","2008/2009","1S",,,,""
"EIC0067","2008/2009","1S",,,,""
"MESHO200","2008/2009","A",,,,""
"MESHO0006","2008/2009","1T",,,,""
"EIC0016","2008/2009","1S",,,,""
"EBE0016","2008/2009","1S",,,,""
"EEC0122","2008/2009","1S",,,,""
"EIC0050","2008/2009","1S",,,,""
"EBE0050","2008/2009","1S",,,,""
"EA0007","2008/2009","1S",,,,""
"EEC0067","2008/2009","1S",,,,""
"EIC0005","2008/2009","1S",,,,""
"EEC0075","2008/2009","1S",,,,""
"EIC0025","2008/2009","1S",,,,""
"EEC0004","2008/2009","1S",,,,""
"EBE0071","2008/2009","1S",,,,""
"MEST314","2006/2007","2S",,,,""
"EC0102","2008/2009","1S",,,,""
"PRODEI010","2008/2009","1S",,,,""
"EIG0013","2008/2009","1S",,,,""
"EA0028","2008/2009","1S",,,,""
"EEC0103","2008/2009","1S",,,,""
"EM0004","2008/2009","1S",,,,""
"PRODEI011","2008/2009","1S",,,,""
"EIC0071","2008/2009","1S",,,,""
"EIC0082","2008/2009","1S",,,,""
"EMG0013","2008/2009","1S",,,,""
"EEC0084","2008/2009","1S",,,,""
"EM0019","2008/2009","1S",,,,""
"MM0010","2008/2009","1S",,,,""
"MCI0002","2007/2008","1S",,,,""
"EEC0013","2008/2009","1S",,,,""
"EEC0066","2008/2009","1S",,,,""
"EMM0030","2008/2009","2S",,,,""
"PRODEM015","2008/2009","1S",,,,""
"PRODEM079","2008/2009","1S",,,,""
"EEC0101","2008/2009","1S",,,,""
"EEC0061","2008/2009","1S",,,,""
"EIC0036","2008/2009","1S",,,,""
"EEC0126","2008/2009","1S",,,,""
"EC0101","2008/2009","1S",,,,""
"ESG0002","2008/2009","1S",,,,""
"EC0094","2008/2009","1S",,,,""
"EMM0031","2008/2009","1S",,,,""
"EEC0125","2008/2009","1S",,,,""
"EM0057","2007/2008","1S",,,,""
"EQ0012","2008/2009","1S",,,,""
"EEC0015","2008/2009","1S",,,,""
"EEC0090","2008/2009","1S",,,,""
"EEC0117","2008/2009","1S",,,,""
"EBE0069","2008/2009","1S",,,,""
"EEC0011","2008/2009","1S",,,,""
"EEC0060","2008/2009","1S",,,,""
"EIG0030","2008/2009","1S",,,,""
"MEST113","2006/2007","1S",,,,""
"DEGT0003","2008/2009","1S",,,,""
"EIC0077","2008/2009","1S",,,,""
"EIC0014","2008/2009","1S",,,,""
"EBE0056","2008/2009","2S",,,,""
"EIC0007","2008/2009","1S",,,,""
"EQ0053","2008/2009","1S",,,,""
"EIG0004","2008/2009","1S",,,,""
"ESG0008","2008/2009","1S",,,,""
"MEB0005","2007/2008","1S",,,,""
"EEC0031","2008/2009","2S",,,,""
"EM0077","2008/2009","1S",,,,""
"PDSSE0001","2008/2009","1S",,,,""
"EQ0056","2008/2009","1S",,,,""
"EEC0032","2008/2009","1S",,,,""
"EA0008","2008/2009","1S",,,,""
"EEC0010","2008/2009","2S",,,,""
"EBE0009","2008/2009","2S",,,,""
"EA0039","2008/2009","1S",,,,""
"EM0076","2008/2009","1S",,,,""
"EMG0002","2008/2009","1S",,,,""
"EEC0009","2008/2009","2S",,,,""
"EEC0019","2008/2009","2S",,,,""
"EEC0027","2008/2009","1S",,,,""
"CINF018","2008/2009","1S",,,,""
"EA0012","2008/2009","2S",,,,""
"EIG0028","2008/2009","1S",,,,""
"MM0003","2008/2009","1S",,,,""
"EA0021","2008/2009","2S",,,,""
"EA0031","2008/2009","2S",,,,""
"EA0044","2008/2009","2S",,,,""
"MCI0012","2009/2010","2S",,,,""
"MCI0013","2009/2010","2S",,,,""
"MCI0014","2009/2010","2S",,,,""
"MCI0015","2009/2010","2S",,,,""
"MCI0020","2009/2010","A",,,,""
"MCI0021","2009/2010","A",,,,""
"MCI0016","2009/2010","1S",,,,""
"MCI0017","2009/2010","2S",,,,""
"CINF001","2009/2010","2S",,,,""
"CINF007","2009/2010","2S",,,,""
"CINF009","2009/2010","2S",,,,""
"EBE0012","2008/2009","1S",,,,""
"EBE0006","2008/2009","2S",,,,""
"EQ0023","2008/2009","1S",,,,""
"CINF026","2009/2010","2S",,,,""
"CINF002","2009/2010","1S",,,,""
"CINF003","2009/2010","1S",,,,""
"CINF006","2009/2010","1S",,,,""
"CINF012","2009/2010","1S",,,,""
"CINF034","2009/2010","1S",,,,""
"CINF004","2009/2010","2S",,,,""
"CINF005","2009/2010","2S",,,,""
"CINF013","2009/2010","2S",,,,""
"CINF017","2009/2010","2S",,,,""
"CINF030","2009/2010","2S",,,,""
"EA0036","2008/2009","1S",,,,""
"EEC0030","2008/2009","1S",,,,""
"EC0070","2008/2009","1S",,,,""
"CINF019","2008/2009","1S",,,,""
"EIG0032","2008/2009","1S",,,,""
"EEC0108","2008/2009","1S",,,,""
"EEC0088","2008/2009","1S",,,,""
"EEC0028","2008/2009","2S",,,,""
"MEB203","2008/2009","2S",,,,""
"EA0032","2008/2009","2S",,,,""
"EEC0018","2008/2009","2S",,,,""
"EEC0052","2008/2009","1S",,,,""
"EEC0100","2008/2009","1S",,,,""
"EA0029","2008/2009","1S",,,,""
"CINF029","2008/2009","2S",,,,""
"EM0060","2008/2009","1S",,,,""
"EQ0036","2008/2009","1S",,,,""
"EA0033","2008/2009","2S",,,,""
"EM0068","2008/2009","1S",,,,""
"EEC0089","2008/2009","1S",,,,""
"EEC0034","2008/2009","1S",,,,""
"EA0063","2008/2009","2S",,,,""
"MCI0001","2009/2010","1S",,,,""
"MCI0002","2009/2010","1S",,,,""
"MCI0003","2009/2010","1S",,,,""
"MCI0005","2009/2010","1S",,,,""
"MCI0006","2009/2010","1S",,,,""
"MCI0007","2009/2010","1S",,,,""
"MCI0008","2009/2010","2S",,,,""
"MCI0009","2009/2010","2S",,,,""
"MCI0010","2009/2010","2S",,,,""
"MCI0011","2009/2010","2S",,,,""
"EBE0007","2008/2009","2S",,,,""
"EEC0106","2008/2009","1S",,,,""
"EEC0026","2008/2009","2S",,,,""
"MCI0009","2008/2009","2S",,,,""
"EBE0011","2008/2009","1S",,,,""
"CINF010","2009/2010","2S",,,,""
"EMG0006","2008/2009","2S",,,,""
"EEC0074","2008/2009","1S",,,,""
"CINF010","2008/2009","2S",,,,""
"CINF011","2008/2009","1S",,,,""
"CINF030","2008/2009","2S",,,,""
"CINF032","2008/2009","2S",,,,""
"EIC0027","2008/2009","1S",,,,""
"EA0013","2008/2009","2S",,,,""
"EA0034","2008/2009","2S",,,,""
"EA0041","2008/2009","2S",,,,""
"EEC0109","2008/2009","1S",,,,""
"EBE0005","2008/2009","1S",,,,""
"EA0023","2008/2009","2S",,,,""
"EEC0016","2008/2009","2S",,,,""
"EMM0041","2008/2009","1S",,,,""
"EA0048","2008/2009","1S",,,,""
"EA0014","2008/2009","2S",,,,""
"EEC0007","2008/2009","2S",,,,""
"EMM0003","2008/2009","1S",,,,""
"CINF002","2008/2009","1S",,,,""
"PDEEC0043","2009/2010","2S",,,,""
"PDEEC0045","2009/2010","2S",,,,""
"PDEEC0046","2009/2010","2S",,,,""
"PDEEC0039","2009/2010","B",,,,""
"EEC0024","2008/2009","2S",,,,""
"EMM0037","2008/2009","2S",,,,""
"CINF005","2008/2009","2S",,,,""
"PRODEI002","2008/2009","1S",,,,""
"EMM0011","2008/2009","2S",,,,""
"EMM0025","2008/2009","1S",,,,""
"EMM0015","2008/2009","1S",,,,""
"EM0034","2008/2009","2S",,,,""
"EMM0047","2008/2009","2S",,,,""
"EEC0040","2008/2009","1S",,,,""
"PRODEM093","2008/2009","2S",,,,""
"EM0064","2008/2009","2S",,,,""
"EM0074","2008/2009","1S",,,,""
"EM0044","2008/2009","2S",,,,""
"EMM0010","2008/2009","2S",,,,""
"EMM0012","2008/2009","1S",,,,""
"EMM0013","2008/2009","1S",,,,""
"EMM0021","2008/2009","2S",,,,""
"EMM0022","2008/2009","1S",,,,""
"EMM0005","2008/2009","1S",,,,""
"EMM0027","2008/2009","2S",,,,""
"EMM0029","2008/2009","2S",,,,""
"EM0038","2008/2009","1S",,,,""
"EM0038","2008/2009","2S",,,,""
"PRODEC054","2008/2009","2S",,,,""
"EMM0023","2008/2009","1S",,,,""
"EM0067","2008/2009","1S",,,,""
"MPPAU1115","2005/2006","2S",,,,""
"PRODEC051","2008/2009","2S",,,,""
"PRODEC052","2008/2009","2S",,,,""
"EM0064","2008/2009","1S",,,,""
"EEC0038","2008/2009","2S",,,,""
"EEC0114","2008/2009","1S",,,,""
"EEC0130","2008/2009","2S",,,,""
"EEC0021","2008/2009","2S",,,,""
"CINF011","2009/2010","1S",,,,""
"CINF015","2009/2010","1S",,,,""
"CINF019","2009/2010","1S",,,,""
"CINF022","2009/2010","1S",,,,""
"CINF033","2009/2010","1S",,,,""
"CINF021","2009/2010","2S",,,,""
"CINF023","2009/2010","2S",,,,""
"CINF029","2009/2010","2S",,,,""
"CINF032","2009/2010","2S",,,,""
"CINF014","2009/2010","1S",,,,""
"CINF018","2009/2010","1S",,,,""
"CINF025","2009/2010","1S",,,,""
"CINF031","2009/2010","1S",,,,""
"CINF035","2009/2010","1S",,,,""
"EMM0018","2008/2009","2S",,,,""
"EM0050","2008/2009","2S",,,,""
"EM0022","2008/2009","2S",,,,""
"EM0023","2008/2009","2S",,,,""
"EM0050","2008/2009","1S",,,,""
"EBE0018","2008/2009","2S",,,,""
"EEC0119","2008/2009","1S",,,,""
"PDEEC0001","2009/2010","1S",,,,""
"EEC0005","2008/2009","1S",,,,""
"PDEEC0002","2009/2010","1S",,,,""
"PDEEC0005","2009/2010","1S",,,,""
"PDEEC0006","2009/2010","1S",,,,""
"PDEEC0008","2009/2010","1S",,,,""
"PDEEC0009","2009/2010","1S",,,,""
"PDEEC0027","2009/2010","1S",,,,""
"EMM0032","2008/2009","1S",,,,""
"EIG0038","2008/2009","1S",,,,""
"EM0051","2008/2009","1S",,,,""
"PDEEC0034","2009/2010","1S",,,,""
"PDEEC0042","2009/2010","1S",,,,""
"PDEEC0044","2009/2010","1S",,,,""
"PDEEC0047","2009/2010","1S",,,,""
"PDEEC0049","2009/2010","1S",,,,""
"PDEEC0011","2009/2010","2S",,,,""
"PDEEC0012","2009/2010","2S",,,,""
"PDEEC0015","2009/2010","2S",,,,""
"PDEEC0016","2009/2010","2S",,,,""
"PDEEC0019","2009/2010","2S",,,,""
"PDEEC0040","2009/2010","2S",,,,""
"EM0073","2008/2009","1S",,,,""
"EMM0038","2008/2009","2S",,,,""
"EMM0042","2008/2009","1S",,,,""
"EMM0006","2008/2009","1S",,,,""
"PDSSE0029","2008/2009","2S",,,,""
"EMM0019","2008/2009","2S",,,,""
"EM0043","2008/2009","2S",,,,""
"EM0051","2008/2009","2S",,,,""
"EM0052","2008/2009","1S",,,,""
"EMM0020","2008/2009","2S",,,,""
"EIG0041","2008/2009","1S",,,,""
"EMM0007","2008/2009","1S",,,,""
"EBE0003","2008/2009","1S",,,,""
"MEAM1305","2003/2004","3T",5,2,2,""
"EM0033","2008/2009","2S",,,,""
"EM0037","2008/2009","1S",,,,""
"EEC0023","2008/2009","2S",,,,""
"CINF001","2008/2009","2S",,,,""
"EMM0024","2008/2009","1S",,,,""
"EIC0036","2009/2010","2S",,,,""
"EA0009","2008/2009","1S",,,,""
"EM0073","2008/2009","2S",,,,""
"EMM0039","2008/2009","1S",,,,""
"EM0011","2007/2008","2S",,,,""
"EM0056","2008/2009","1S",,,,""
"EBE0004","2008/2009","1S",,,,""
"PDEEC0041","2009/2010","2S",,,,""
"EMM0034","2008/2009","1S",,,,""
"EMM0036","2008/2009","2S",,,,""
"EA0040","2008/2009","1S",,,,""
"EMM0009","2008/2009","2S",,,,""
"PDSSE0007","2008/2009","2S",,,,""
"PRODEI006","2008/2009","1S",,,,""
"PRODEI007","2008/2009","1S",,,,""
"PRODEI015","2008/2009","2S",,,,""
"EM0018","2008/2009","2S",,,,""
"CINF017","2008/2009","2S",,,,""
"EM0084","2008/2009","1S",,,,""
"EM0085","2008/2009","1S",,,,""
"EBE0019","2008/2009","1S",,,,""
"EQ0041","2008/2009","2S",,,,""
"EQ0042","2008/2009","2S",,,,""
"EQ0047","2008/2009","1S",,,,""
"EQ0031","2008/2009","2S",,,,""
"MEB202","2008/2009","1S",,,,""
"MEST214","2006/2007","2S",,,,""
"MESHO0004","2008/2009","2S",,,,""
"MESHO0005","2008/2009","2S",,,,""
"MESHO0007","2008/2009","1T",,,,""
"MIET0004","2008/2009","1S",,,,""
"PRODEC052","2008/2009","1S",,,,""
"PRODEC053","2008/2009","1S",,,,""
"PRODEC055","2008/2009","1S",,,,""
"PRODEC063","2008/2009","1S",,,,""
"PRODEC069","2008/2009","1S",,,,""
"PRODEC074","2008/2009","1S",,,,""
"EQ0021","2008/2009","2S",,,,""
"PRODEM079","2008/2009","2S",,,,""
"PRODEM060","2008/2009","2S",,,,""
"PDSSE0009","2008/2009","2S",,,,""
"PRODEC083","2008/2009","1S",,,,""
"PRODEC001","2008/2009","2S",,,,""
"EM0074","2008/2009","2S",,,,""
"EIC0030","2008/2009","2S",,,,""
"ESG0011","2008/2009","2S",,,,""
"EQ0009","2008/2009","2S",,,,""
"EQ0019","2008/2009","2S",,,,""
"PDEEC0019","2008/2009","2S",,,,""
"PDEEC0042","2008/2009","1S",,,,""
"PDSSE0008","2008/2009","2S",,,,""
"EIC0032","2008/2009","2S",,,,""
"PRODEC003","2008/2009","2S",,,,""
"PRODEC007","2008/2009","2S",,,,""
"PRODEC008","2008/2009","2S",,,,""
"PRODEC013","2008/2009","2S",,,,""
"PRODEC025","2008/2009","2S",,,,""
"PRODEC030","2008/2009","2S",,,,""
"PRODEC032","2008/2009","2S",,,,""
"EQ0011","2008/2009","2S",,,,""
"EQ0050","2008/2009","1S",,,,""
"EQ0051","2008/2009","1S",,,,""
"EIC0079","2008/2009","1S",,,,""
"PDSSE0024","2008/2009","2S",,,,""
"EQ0043","2008/2009","2S",,,,""
"MIET0005","2008/2009","2S",,,,""
"MIET0008","2008/2009","2S",,,,""
"EM0024","2008/2009","2S",,,,""
"MESHO0008","2008/2009","1T",,,,""
"MESHO103","2008/2009","1T",,,,""
"EM0078","2008/2009","1S",,,,""
"EM0080","2008/2009","1S",,,,""
"EQ0027","2008/2009","2S",,,,""
"EQ0020","2008/2009","2S",,,,""
"EQ0026","2008/2009","1S",,,,""
"EQ0028","2008/2009","2S",,,,""
"ESG0012","2008/2009","2S",,,,""
"EM0030","2008/2009","2S",,,,""
"PRODEI016","2008/2009","2S",,,,""
"PRODEI019","2008/2009","2S",,,,""
"PRODEC024","2008/2009","1S",,,,""
"PRODEC030","2008/2009","1S",,,,""
"PRODEC032","2008/2009","1S",,,,""
"PRODEC036","2008/2009","1S",,,,""
"PRODEC045","2008/2009","1S",,,,""
"EQ0054","2008/2009","1S",,,,""
"EQ0055","2008/2009","1S",,,,""
"ESG0014","2008/2009","2S",,,,""
"EM0063","2008/2009","1S",,,,""
"PRODEC047","2008/2009","1S",,,,""
"EQ0044","2008/2009","2S",,,,""
"PDEEC0005","2008/2009","1S",,,,""
"PDEEC0009","2008/2009","1S",,,,""
"PDEEC0040","2008/2009","2S",,,,""
"EMM0028","2008/2009","2S",,,,""
"MESHO100","2008/2009","2S",,,,""
"EM0079","2008/2009","1S",,,,""
"EQ0057","2008/2009","1S",,,,""
"EQ0029","2008/2009","2S",,,,""
"PRODEI020","2008/2009","2S",,,,""
"EQ0017","2008/2009","2S",,,,""
"ESG0003","2008/2009","1S",,,,""
"ESG0007","2008/2009","2S",,,,""
"MEB0001","2008/2009","1S",,,,""
"MEB0002","2008/2009","1S",,,,""
"MEB102","2008/2009","1S",,,,""
"EMM0033","2008/2009","1S",,,,""
"EQ0045","2008/2009","2S",,,,""
"MESHO109","2008/2009","1T",,,,""
"PDEEC0015","2008/2009","2S",,,,""
"EM0082","2008/2009","1S",,,,""
"PDEEC0041","2008/2009","2S",,,,""
"EM0029","2008/2009","1S",,,,""
"MIET0002","2008/2009","1S",,,,""
"EQ0030","2008/2009","2S",,,,""
"EM0063","2008/2009","2S",,,,""
"PRODEI021","2008/2009","2S",,,,""
"EC0119","2008/2009","1S",,,,""
"EQ0040","2008/2009","2S",,,,""
"EIC0073","2008/2009","2S",,,,""
"EMG0029","2008/2009","2S",,,,""
"EIC0022","2008/2009","2S",,,,""
"EMM0016","2008/2009","1S",,,,""
"EIG0027","2008/2009","2S",,,,""
"EEC0092","2008/2009","2S",,,,""
"EIG0010","2008/2009","2S",,,,""
"EEC0112","2008/2009","2S",,,,""
"EEC0118","2008/2009","1S",,,,""
"EEC0081","2008/2009","1S",,,,""
"EIC0075","2008/2009","2S",,,,""
"EEC0056","2008/2009","2S",,,,""
"EIC0047","2008/2009","2S",,,,""
"PRODEC001","2008/2009","1S",,,,""
"PRODEC003","2008/2009","1S",,,,""
"PRODEC008","2008/2009","1S",,,,""
"PRODEC013","2008/2009","1S",,,,""
"EEC0135","2008/2009","2S",,,,""
"EEC0039","2008/2009","1S",,,,""
"EIC0021","2008/2009","2S",,,,""
"EEC0120","2008/2009","1S",,,,""
"EIC0062","2008/2009","1S",,,,""
"PRODEC004","2008/2009","1S",,,,""
"PRODEC005","2008/2009","1S",,,,""
"PRODEC006","2008/2009","1S",,,,""
"EEC0093","2008/2009","2S",,,,""
"EEC0096","2008/2009","2S",,,,""
"EIG0011","2008/2009","2S",,,,""
"EIG0029","2008/2009","1S",,,,""
"EIC0018","2008/2009","2S",,,,""
"EEC0062","2008/2009","2S",,,,""
"EEC0036","2008/2009","1S",,,,""
"PRODEC015","2008/2009","1S",,,,""
"EEC0072","2008/2009","2S",,,,""
"EIG0033","2008/2009","2S",,,,""
"EEC0082","2008/2009","1S",,,,""
"EIG0022","2008/2009","1S",,,,""
"EQ0037","2008/2009","2S",,,,""
"EIC0008","2008/2009","2S",,,,""
"EEC0039","2008/2009","2S",,,,""
"EIC0035","2008/2009","1S",,,,""
"MESHO0001","2008/2009","1S",,,,""
"EIC0068","2008/2009","2S",,,,""
"EEC0104","2008/2009","2S",,,,""
"EIC0028","2008/2009","2S",,,,""
"PRODEB002","2008/2009","1S",,,,""
"PRODEC078","2008/2009","1S",,,,""
"EIG0031","2008/2009","1S",,,,""
"EIC0019","2008/2009","2S",,,,""
"EIC0031","2008/2009","2S",,,,""
"EEC0105","2008/2009","2S",,,,""
"PRODEI026","2008/2009","2S",,,,""
"EEC0083","2008/2009","2S",,,,""
"EIC0076","2008/2009","2S",,,,""
"EIC0078","2008/2009","2S",,,,""
"EBE0060","2008/2009","2S",,,,""
"EMG0018","2008/2009","2S",,,,""
"MESHO0003","2008/2009","2S",,,,""
"EBE0014","2008/2009","2S",,,,""
"EEC0114","2007/2008","1S",,,,""
"EIC0003","2008/2009","1S",,,,""
"EEC0043","2008/2009","2S",,,,""
"EEC0050","2008/2009","2S",,,,""
"PRODEI003","2008/2009","1S",,,,""
"PRODEI005","2008/2009","1S",,,,""
"EIC0069","2008/2009","2S",,,,""
"EIG0012","2008/2009","2S",,,,""
"EIG0034","2008/2009","2S",,,,""
"EEC0111","2008/2009","2S",,,,""
"EEC0086","2008/2009","2S",,,,""
"EEC0087","2008/2009","2S",,,,""
"EMG0012","2008/2009","1S",,,,""
"EIC0037","2008/2009","2S",,,,""
"EIC0011","2008/2009","2S",,,,""
"EIC0004","2008/2009","1S",,,,""
"EIC0039","2008/2009","2S",,,,""
"EMG0009","2008/2009","2S",,,,""
"EEC0089","2009/2010","1S",,,,""
"EEC0090","2009/2010","1S",,,,""
"EEC0094","2009/2010","1S",,,,""
"EEC0097","2009/2010","1S",,,,""
"EEC0098","2009/2010","1S",,,,""
"EEC0099","2009/2010","1S",,,,""
"EEC0101","2009/2010","1S",,,,""
"EEC0102","2009/2010","1S",,,,""
"EEC0103","2009/2010","1S",,,,""
"EEC0113","2009/2010","1S",,,,""
"EEC0114","2009/2010","1S",,,,""
"EEC0115","2009/2010","1S",,,,""
"EEC0116","2009/2010","1S",,,,""
"EM0058","2008/2009","2S",,,,""
"EBE0111","2008/2009","1S",,,,""
"EEC0117","2009/2010","1S",,,,""
"EEC0118","2009/2010","1S",,,,""
"EEC0119","2009/2010","1S",,,,""
"EEC0120","2009/2010","1S",,,,""
"EEC0121","2009/2010","1S",,,,""
"EEC0122","2009/2010","1S",,,,""
"EEC0123","2009/2010","1S",,,,""
"EEC0124","2009/2010","1S",,,,""
"EEC0125","2009/2010","1S",,,,""
"EEC0020","2009/2010","2S",,,,""
"EM0016","2008/2009","1S",,,,""
"MEMG0004","2008/2009","1S",,,,""
"PRODEM064","2008/2009","1S",,,,""
"EARPE001","2008/2009","1S",,,,""
"EMG0014","2008/2009","1S",,,,""
"EBE0052","2008/2009","1S",,,,""
"EC0062","2008/2009","1S",,,,""
"EA0046","2008/2009","1S",,,,""
"EM0031","2008/2009","2S",,,,""
"EEC0012","2009/2010","1S",,,,""
"EEC0010","2009/2010","2S",,,,""
"EEC0011","2009/2010","1S",,,,""
"EEC0013","2009/2010","1S",,,,""
"EEC0015","2009/2010","1S",,,,""
"EEC0029","2009/2010","1S",,,,""
"EEC0077","2009/2010","1S",,,,""
"EEC0014","2009/2010","2S",,,,""
"EEC0016","2009/2010","2S",,,,""
"EEC0021","2009/2010","2S",,,,""
"EEC0024","2009/2010","2S",,,,""
"EEC0068","2009/2010","2S",,,,""
"EEC0071","2009/2010","2S",,,,""
"EEC0072","2009/2010","2S",,,,""
"EEC0017","2009/2010","1S",,,,""
"EEC0022","2009/2010","1S",,,,""
"EEC0025","2009/2010","1S",,,,""
"EEC0027","2009/2010","1S",,,,""
"EEC0030","2009/2010","1S",,,,""
"EEC0069","2009/2010","1S",,,,""
"EEC0070","2009/2010","1S",,,,""
"EEC0074","2009/2010","1S",,,,""
"EEC0075","2009/2010","1S",,,,""
"EEC0019","2009/2010","2S",,,,""
"EEC0023","2009/2010","2S",,,,""
"EEC0026","2009/2010","2S",,,,""
"EEC0028","2009/2010","2S",,,,""
"EEC0031","2009/2010","2S",,,,""
"EEC0073","2009/2010","2S",,,,""
"EEC0076","2009/2010","2S",,,,""
"EEC0078","2009/2010","2S",,,,""
"EEC0080","2009/2010","2S",,,,""
"EEC0104","2009/2010","2S",,,,""
"EEC0105","2009/2010","2S",,,,""
"EEC0032","2009/2010","1S",,,,""
"EEC0033","2009/2010","1S",,,,""
"EEC0036","2009/2010","1S",,,,""
"EEC0044","2009/2010","1S",,,,""
"EEC0055","2009/2010","1S",,,,""
"EEC0079","2009/2010","1S",,,,""
"EEC0081","2009/2010","1S",,,,""
"EEC0084","2009/2010","1S",,,,""
"EEC0085","2009/2010","1S",,,,""
"EEC0091","2009/2010","1S",,,,""
"EEC0095","2009/2010","1S",,,,""
"EEC0100","2009/2010","1S",,,,""
"EEC0106","2009/2010","1S",,,,""
