"CODIGO","ANO_LETIVO","PERIODO","INSCRITOS","COM_FREQUENCIA","APROVADOS","DEPARTAMENTO"
"EQ0043","2007/2008","2S",,,,""
"EA0035","2007/2008","2S",,,,""
"EIG0036","2007/2008","2S",,,,""
"EA0032","2007/2008","2S",,,,""
"CINF030","2007/2008","2S",,,,""
"EIC0028","2007/2008","2S",,,,""
"MEEC1072","2007/2008","1S",,,,""
"MEEC1075","2007/2008","1S",,,,""
"MEEC1076","2007/2008","1S",,,,""
"MEEC1084","2007/2008","1S",,,,""
"MEEC1085","2007/2008","1S",,,,""
"MEEC1088","2007/2008","1S",,,,""
"MEEC1101","2007/2008","1S",,,,""
"MEEC1102","2007/2008","1S",,,,""
"MEEC1106","2007/2008","1S",,,,""
"MEEC1107","2007/2008","1S",,,,""
"MEEC1103","2007/2008","2S",,,,""
"MEEC1104","2007/2008","2S",,,,""
"MEEC1105","2007/2008","2S",,,,""
"MEEC1108","2007/2008","2S",,,,""
"MEEC1109","2007/2008","2S",,,,""
"MEEC1110","2007/2008","2S",,,,""
"MEEC2064","2007/2008","2S",,,,""
"MEEC2065","2007/2008","2S",,,,""
"MEEC2095","2007/2008","2S",,,,""
"EQ0057","2007/2008","1S",,,,""
"ESG0007","2007/2008","1S",,,,""
"EA0025","2007/2008","2S",,,,""
"MIET0003","2007/2008","1S",,,,""
"EMM0004","2008/2009","1S",,,,""
"EM0046","2008/2009","1S",,,,""
"EQ0045","2007/2008","2S",,,,""
"EIC0078","2007/2008","2S",,,,""
"EEC0069","2007/2008","1S",,,,""
"EEC0068","2007/2008","2S",,,,""
"EQ0031","2007/2008","2S",,,,""
"EQ0017","2007/2008","2S",,,,""
"EQ0028","2007/2008","2S",,,,""
"EMG2105","2007/2008","2S",,,,""
"MIET0004","2007/2008","1S",,,,""
"EEC0086","2007/2008","2S",,,,""
"EM0030","2007/2008","2S",,,,""
"EIG0042","2007/2008","1S",,,,""
"EQ0029","2007/2008","2S",,,,""
"EQ0016","2008/2009","1S",,,,""
"EIC0008","2007/2008","2S",,,,""
"MESHO100","2007/2008","2S",,,,""
"EMM0037","2007/2008","2S",,,,""
"EIC0029","2006/2007","2S",,,,""
"EA0041","2007/2008","2S",,,,""
"MCI0008","2007/2008","2S",,,,""
"EM0024","2007/2008","2S",,,,""
"EIG0011","2007/2008","2S",,,,""
"EMM0045","2008/2009","2S",,,,""
"EEC0021","2007/2008","2S",,,,""
"EQ0020","2007/2008","2S",,,,""
"EMM0010","2007/2008","2S",,,,""
"MESHO113","2006/2007","2S",,,,""
"MESHO115","2006/2007","2S",,,,""
"MESHO116","2006/2007","2S",,,,""
"EIG0034","2007/2008","2S",,,,""
"EEC0091","2007/2008","2S",,,,""
"EIG0041","2007/2008","1S",,,,""
"MM0005","2007/2008","2S",,,,""
"MM0006","2007/2008","2S",,,,""
"EMG5205","2007/2008","2S",,,,""
"EEC0018","2007/2008","2S",,,,""
"EIC0021","2007/2008","2S",,,,""
"PRODEM065","2007/2008","1S",,,,""
"EIC0018","2007/2008","2S",,,,""
"EIC0012","2007/2008","2S",,,,""
"CINF005","2007/2008","2S",,,,""
"EEC0093","2007/2008","1S",,,,""
"EQ0009","2007/2008","2S",,,,""
"PRODEM025","2007/2008","1S",,,,""
"ESG0020","2008/2009","1S",,,,""
"EA0011","2007/2008","2S",,,,""
"EI1202","2007/2008","1S",,,,""
"EBE0019","2007/2008","2S",,,,""
"PRODEM064","2007/2008","1S",,,,""
"EM0021","2008/2009","2S",,,,""
"EIC0032","2007/2008","2S",,,,""
"EM0032","2008/2009","2S",,,,""
"EQ0010","2007/2008","2S",,,,""
"EEC0125","2007/2008","1S",,,,""
"EIC0011","2007/2008","2S",,,,""
"EM0055","2008/2009","1S",,,,""
"EEC0026","2007/2008","2S",,,,""
"EEC0080","2007/2008","2S",,,,""
"EMG1106","2007/2008","2S",,,,""
"EIG0009","2007/2008","2S",,,,""
"PDSSE0029","2007/2008","2S",,,,""
"EEC0043","2007/2008","2S",,,,""
"EEC0133","2007/2008","2S",,,,""
"EEC0076","2007/2008","2S",,,,""
"EQ0030","2007/2008","2S",,,,""
"EQ0055","2007/2008","1S",,,,""
"EIC0029","2007/2008","2S",,,,""
"EM0064","2007/2008","2S",,,,""
"DEI1212","2007/2008","2S",,,,""
"EQ0008","2007/2008","2S",,,,""
"EIG0032","2007/2008","1S",,,,""
"EM0058","2008/2009","1S",,,,""
"EM0059","2008/2009","1S",,,,""
"EMG0025","2008/2009","1S",,,,""
"MDI1105","2008/2009","1S",,,,""
"EM0050","2007/2008","1S",,,,""
"EM0063","2007/2008","2S",,,,""
"EIG0010","2007/2008","2S",,,,""
"EMM0018","2007/2008","2S",,,,""
"CINF029","2007/2008","2S",,,,""
"EMG4205","2007/2008","2S",,,,""
"EEC0028","2007/2008","2S",,,,""
"EM0045","2008/2009","1S",,,,""
"EM0048","2008/2009","1S",,,,""
"MEB0004","2007/2008","2S",,,,""
"EEC0083","2007/2008","2S",,,,""
"EM0022","2007/2008","2S",,,,""
"EM0049","2008/2009","1S",,,,""
"EBE0017","2007/2008","2S",,,,""
"PDEEC0001","2007/2008","1S",,,,""
"EEC0010","2007/2008","2S",,,,""
"EEC0017","2008/2009","1S",,,,""
"EMG2204","2007/2008","2S",,,,""
"EEC0128","2007/2008","2S",,,,""
"EEC0129","2007/2008","2S",,,,""
"EBE0015","2007/2008","2S",,,,""
"EBE0020","2007/2008","2S",,,,""
"EEC0109","2007/2008","1S",,,,""
"EBE0018","2007/2008","2S",,,,""
"EEC0062","2007/2008","2S",,,,""
"EA0013","2007/2008","2S",,,,""
"MCI0002","2008/2009","1S",,,,""
"EEC0111","2007/2008","2S",,,,""
"MTM100","2007/2008","1S",,,,""
"EQ0044","2007/2008","2S",,,,""
"EMG2202","2007/2008","2S",,,,""
"EIG0025","2007/2008","2S",,,,""
"EIC0048","2007/2008","2S",,,,""
"ESG0007","2007/2008","2S",,,,""
"EMM0036","2007/2008","2S",,,,""
"EIC0041","2008/2009","2S",,,,""
"EEC0024","2007/2008","2S",,,,""
"EEC0008","2007/2008","2S",,,,""
"EQ0011","2007/2008","2S",,,,""
"EIG0026","2007/2008","2S",,,,""
"EIC0043","2008/2009","2S",,,,""
"ESG0015","2008/2009","2S",,,,""
"ESG0018","2008/2009","1S",,,,""
"ESG0019","2008/2009","1S",,,,""
"EIC0022","2007/2008","2S",,,,""
"ESG0009","2008/2009","2S",,,,""
"EQ0037","2007/2008","2S",,,,""
"ESG0024","2008/2009","1S",,,,""
"ESG0026","2008/2009","2S",,,,""
"ESG0027","2008/2009","2S",,,,""
"PRODEB010","2007/2008","2S",,,,""
"EC0016","2007/2008","2S",,,,""
"EEC0070","2008/2009","2S",,,,""
"EEC0045","2008/2009","2S",,,,""
"EEC0126","2008/2009","2S",,,,""
"EQ0038","2007/2008","2S",,,,""
"PDEEC0039","2008/2009","B",,,,""
"DLIT0002","2008/2009","1S",,,,""
"EA0014","2007/2008","2S",,,,""
"EM0084","2008/2009","2S",,,,""
"EIG0017","2007/2008","2S",,,,""
"EMM0020","2007/2008","2S",,,,""
"EEC0023","2007/2008","2S",,,,""
"EC5290","2006/2007","1S",,,,""
"EIC0036","2007/2008","1S",,,,""
"PDEEC0044","2008/2009","1S",,,,""
"PDEEC0047","2008/2009","1S",,,,""
"MESHO101","2007/2008","1S",,,,""
"PDSSE0024","2007/2008","2S",,,,""
"EA0031","2007/2008","2S",,,,""
"EIC0057","2008/2009","1S",,,,""
"EEC0130","2007/2008","2S",,,,""
"EEC0134","2007/2008","2S",,,,""
"EIC0053","2009/2010","2S",,,,""
"PRODEM014","2007/2008","1S",,,,""
"PRODEM030","2007/2008","2S",,,,""
"EA0026","2007/2008","1S",,,,""
"EIC0037","2007/2008","2S",,,,""
"EMG3101","2007/2008","1S",,,,""
"EIC0059","2008/2009","2S",,,,""
"EIC0041","2008/2009","1S",,,,""
"EIC0043","2008/2009","1S",,,,""
"MIET0002","2007/2008","1S",,,,""
"EM0014","2007/2008","2S",,,,""
"CINF032","2007/2008","2S",,,,""
"EC0122","2008/2009","1S",,,,""
"EC0124","2008/2009","1S",,,,""
"EC0126","2008/2009","1S",,,,""
"EC0128","2008/2009","1S",,,,""
"EC0130","2008/2009","1S",,,,""
"EC0132","2008/2009","1S",,,,""
"EC0134","2008/2009","1S",,,,""
"EC0122","2008/2009","2S",,,,""
"EIC0044","2008/2009","1S",,,,""
"EIC0046","2008/2009","1S",,,,""
"EIC0058","2008/2009","1S",,,,""
"EEC0048","2008/2009","1S",,,,""
"PDEEC0049","2008/2009","1S",,,,""
"PDEEC0011","2008/2009","2S",,,,""
"PDEEC0012","2008/2009","2S",,,,""
"PDEEC0016","2008/2009","2S",,,,""
"PDEEC0043","2008/2009","2S",,,,""
"EI1109","2007/2008","2S",,,,""
"EEC0019","2007/2008","2S",,,,""
"EIC0039","2007/2008","2S",,,,""
"EM0042","2007/2008","2S",,,,""
"MCI0010","2008/2009","2S",,,,""
"EC0126","2008/2009","2S",,,,""
"EC0128","2008/2009","2S",,,,""
"EC0130","2008/2009","2S",,,,""
"EC0132","2008/2009","2S",,,,""
"EC0134","2008/2009","2S",,,,""
"EMM0008","2007/2008","2S",,,,""
"EEC0039","2007/2008","2S",,,,""
"EC0124","2008/2009","2S",,,,""
"PDEEC0015","2007/2008","2S",,,,""
"EIC0073","2007/2008","2S",,,,""
"EIC0010","2007/2008","2S",,,,""
"EA0042","2007/2008","2S",,,,""
"EA0044","2007/2008","2S",,,,""
"EM0010","2008/2009","2S",,,,""
"MIET0008","2007/2008","2S",,,,""
"EA0065","2008/2009","1S",,,,""
"EMG3203","2007/2008","2S",,,,""
"EBE0006","2007/2008","2S",,,,""
"EM0007","2007/2008","1S",,,,""
"EEC0087","2007/2008","2S",,,,""
"EM0031","2007/2008","2S",,,,""
"EM0020","2007/2008","2S",,,,""
"DLIT0004","2007/2008","1S",,,,""
"DLIT0025","2007/2008","1S",,,,""
"DLIT0006","2007/2008","2S",,,,""
"DLIT0028","2007/2008","2S",,,,""
"DLIT0029","2007/2008","2S",,,,""
"EM0018","2007/2008","2S",,,,""
"EMG1203","2007/2008","2S",,,,""
"PRODEI001","2008/2009","1S",,,,""
"EQ0007","2007/2008","2S",,,,""
"PDEEC0006","2008/2009","1S",,,,""
"PDEEC0008","2008/2009","1S",,,,""
"PDEEC0027","2008/2009","1S",,,,""
"PDEEC0034","2008/2009","1S",,,,""
"MCI0005","2008/2009","1S",,,,""
"MEB207","2007/2008","2S",,,,""
"EQ0041","2007/2008","2S",,,,""
"EM0059","2008/2009","2S",,,,""
"PDEEC0040","2007/2008","2S",,,,""
"EIC0012","2008/2009","2S",,,,""
"EM0003","2008/2009","1S",,,,""
"EC0040","2008/2009","2S",,,,""
"EA0016","2008/2009","1S",,,,""
"EA0007","2009/2010","1S",,,,""
"EA0008","2009/2010","1S",,,,""
"EA0009","2009/2010","1S",,,,""
"EA0010","2009/2010","1S",,,,""
"EA0011","2009/2010","2S",,,,""
"EA0012","2009/2010","2S",,,,""
"EA0013","2009/2010","2S",,,,""
"EA0014","2009/2010","2S",,,,""
"EA0061","2009/2010","2S",,,,""
"EA0016","2009/2010","1S",,,,""
"EA0017","2009/2010","1S",,,,""
"EA0019","2009/2010","1S",,,,""
"EA0027","2009/2010","1S",,,,""
"EA0062","2009/2010","1S",,,,""
"EA0021","2009/2010","2S",,,,""
"EA0022","2009/2010","2S",,,,""
"EA0023","2009/2010","2S",,,,""
"EA0024","2009/2010","2S",,,,""
"EA0063","2009/2010","2S",,,,""
"EA0018","2009/2010","1S",,,,""
"EA0026","2009/2010","1S",,,,""
"EA0028","2009/2010","1S",,,,""
"EA0029","2009/2010","1S",,,,""
"EA0030","2009/2010","1S",,,,""
"EA0031","2009/2010","2S",,,,""
"EA0032","2009/2010","2S",,,,""
"EA0033","2009/2010","2S",,,,""
"EA0034","2009/2010","2S",,,,""
"EA0035","2009/2010","2S",,,,""
"EA0036","2009/2010","1S",,,,""
"EA0037","2009/2010","1S",,,,""
"EA0039","2009/2010","1S",,,,""
"EA0040","2009/2010","1S",,,,""
"EA0043","2009/2010","1S",,,,""
"EA0038","2009/2010","2S",,,,""
"EA0041","2009/2010","2S",,,,""
"EA0042","2009/2010","2S",,,,""
"EA0044","2009/2010","2S",,,,""
"EA0045","2009/2010","2S",,,,""
"EA0046","2009/2010","1S",,,,""
"EA0047","2009/2010","1S",,,,""
"EA0048","2009/2010","1S",,,,""
"EA0049","2009/2010","1S",,,,""
"EA0050","2009/2010","1S",,,,""
"EMG0017","2008/2009","2S",,,,""
"EMG0019","2008/2009","2S",,,,""
"MEMG0007","2008/2009","2S",,,,""
"MEMG0008","2008/2009","2S",,,,""
"MEMG0009","2008/2009","2S",,,,""
"MEMG0010","2008/2009","2S",,,,""
"EM0051","2007/2008","1S",,,,""
"EM0050","2007/2008","2S",,,,""
"EMG0020","2008/2009","2S",,,,""
"EM0012","2008/2009","2S",,,,""
"EC0043","2008/2009","1S",,,,""
"EM0057","2008/2009","1S",,,,""
"EC0039","2008/2009","2S",,,,""
"MEB104","2008/2009","2S",,,,""
"EC0103","2008/2009","1S",,,,""
"EC0020","2008/2009","1S",,,,""
"PRODEM004","2008/2009","1S",,,,""
"PRODEM056","2008/2009","A",,,,""
"PRODEM001","2008/2009","1S",,,,""
"PRODEM002","2008/2009","1S",,,,""
"PRODEM003","2008/2009","1S",,,,""
"PRODEM010","2008/2009","1S",,,,""
"PRODEM011","2008/2009","1S",,,,""
"PRODEM012","2008/2009","1S",,,,""
"PRODEM013","2008/2009","1S",,,,""
"PRODEM017","2008/2009","1S",,,,""
"PRODEM018","2008/2009","1S",,,,""
"PRODEM019","2008/2009","1S",,,,""
"PRODEM020","2008/2009","1S",,,,""
"PRODEM021","2008/2009","1S",,,,""
"PRODEM023","2008/2009","1S",,,,""
"PRODEM024","2008/2009","1S",,,,""
"PRODEM031","2008/2009","1S",,,,""
"PRODEM032","2008/2009","1S",,,,""
"PRODEM047","2008/2009","1S",,,,""
"PRODEM054","2008/2009","1S",,,,""
"PRODEM061","2008/2009","1S",,,,""
"PRODEM062","2008/2009","1S",,,,""
"PRODEM063","2008/2009","1S",,,,""
"PRODEM066","2008/2009","1S",,,,""
"PRODEM067","2008/2009","1S",,,,""
"EIG0006","2008/2009","1S",,,,""
"PRODEM068","2008/2009","1S",,,,""
"PRODEM069","2008/2009","1S",,,,""
"PRODEM071","2008/2009","1S",,,,""
"PRODEM073","2008/2009","1S",,,,""
"EM0047","2008/2009","1S",,,,""
"EC0081","2008/2009","1S",,,,""
"PRODEM074","2008/2009","1S",,,,""
"PRODEM075","2008/2009","1S",,,,""
"PRODEM076","2008/2009","1S",,,,""
"PRODEM077","2008/2009","1S",,,,""
"PRODEM080","2008/2009","1S",,,,""
"PRODEM082","2008/2009","1S",,,,""
"PRODEM083","2008/2009","1S",,,,""
"PRODEM087","2008/2009","1S",,,,""
"PRODEM088","2008/2009","1S",,,,""
"PRODEM089","2008/2009","1S",,,,""
"PRODEM090","2008/2009","1S",,,,""
"PRODEM091","2008/2009","1S",,,,""
"PRODEM092","2008/2009","1S",,,,""
"PRODEM093","2008/2009","1S",,,,""
"PRODEM005","2008/2009","2S",,,,""
"PRODEM006","2008/2009","2S",,,,""
"PRODEM007","2008/2009","2S",,,,""
"PRODEM012","2008/2009","2S",,,,""
"PRODEM013","2008/2009","2S",,,,""
"PRODEM014","2008/2009","2S",,,,""
"PRODEM015","2008/2009","2S",,,,""
"PRODEM017","2008/2009","2S",,,,""
"PRODEM018","2008/2009","2S",,,,""
"PRODEM019","2008/2009","2S",,,,""
"PRODEM020","2008/2009","2S",,,,""
"PRODEM021","2008/2009","2S",,,,""
"PRODEM022","2008/2009","2S",,,,""
"PRODEM023","2008/2009","2S",,,,""
"PRODEM034","2008/2009","2S",,,,""
"PRODEM035","2008/2009","2S",,,,""
"PRODEM036","2008/2009","2S",,,,""
"PRODEM042","2008/2009","2S",,,,""
"PRODEM047","2008/2009","2S",,,,""
"PRODEM054","2008/2009","2S",,,,""
"PRODEM055","2008/2009","2S",,,,""
"PRODEM059","2008/2009","2S",,,,""
"PRODEM062","2008/2009","2S",,,,""
"PRODEM063","2008/2009","2S",,,,""
"PRODEM066","2008/2009","2S",,,,""
"PRODEM067","2008/2009","2S",,,,""
"PRODEM068","2008/2009","2S",,,,""
"PRODEM070","2008/2009","2S",,,,""
"PRODEM071","2008/2009","2S",,,,""
"PRODEM073","2008/2009","2S",,,,""
"PRODEM074","2008/2009","2S",,,,""
"PRODEM075","2008/2009","2S",,,,""
"PRODEM076","2008/2009","2S",,,,""
"PRODEM081","2008/2009","2S",,,,""
"PRODEM082","2008/2009","2S",,,,""
"PRODEM083","2008/2009","2S",,,,""
"PRODEM087","2008/2009","2S",,,,""
"PRODEM057","2008/2009","B",,,,""
"PRODEM084","2008/2009","A",,,,""
"PRODEM085","2008/2009","A",,,,""
"EBE0112","2008/2009","1S",,,,""
"EC0010","2008/2009","2S",,,,""
"EQ0018","2007/2008","2S",,,,""
"MEEC2088","2001/2002","2S",13,12,10,"DEEC"
"ESG0018","2009/2010","1S",,,,""
"EA0051","2009/2010","1S",,,,""
"EA0052","2009/2010","1S",,,,""
"EA0053","2009/2010","1S",,,,""
"EA0054","2009/2010","1S",,,,""
"EA0064","2009/2010","1S",,,,""
"EA0065","2009/2010","1S",,,,""
"EA0066","2009/2010","1S",,,,""
"EA0067","2009/2010","1S",,,,""
"EA0055","2009/2010","2S",,,,""
"EA0057","2009/2010","2S",,,,""
"EA0059","2009/2010","2S",,,,""
"ESG0019","2009/2010","1S",,,,""
"ESG0020","2009/2010","1S",,,,""
"ESG0022","2009/2010","1S",,,,""
"ESG0023","2009/2010","1S",,,,""
"ESG0024","2009/2010","1S",,,,""
"ESG0026","2009/2010","2S",,,,""
"ESG0027","2009/2010","2S",,,,""
"EC0047","2008/2009","1S",,,,""
"EIC0065","2007/2008","2S",,,,""
"PRODEI010","2007/2008","1S",,,,""
"PDSSE0005","2008/2009","1S",,,,""
"EC0031","2008/2009","1S",,,,""
"EIC0059","2007/2008","2S",,,,""
"MEEC2088","2002/2003","2S",12,7,7,"DEEC"
"EC0083","2008/2009","1S",,,,""
"PDEEC0019","2007/2008","2S",,,,""
"EMG4201","2007/2008","2S",,,,""
"EC0021","2008/2009","1S",,,,""
"EC0082","2008/2009","1S",,,,""
"EC0067","2008/2009","1S",,,,""
"EIG0014","2008/2009","1S",,,,""
"EM0006","2008/2009","1S",,,,""
"EMM0029","2007/2008","2S",,,,""
"EC0121","2008/2009","1S",,,,""
"EC0041","2008/2009","1S",,,,""
"EMM0011","2007/2008","2S",,,,""
"EC0095","2008/2009","1S",,,,""
"EC0019","2008/2009","2S",,,,""
"EMG0016","2008/2009","2S",,,,""
"EC0003","2008/2009","1S",,,,""
"ESG0001","2009/2010","1S",,,,""
"ESG0002","2009/2010","1S",,,,""
"ESG0003","2009/2010","1S",,,,""
"ESG0004","2009/2010","1S",,,,""
"ESG0005","2009/2010","1S",,,,""
"ESG0008","2009/2010","1S",,,,""
"ESG0007","2009/2010","2S",,,,""
"ESG0009","2009/2010","2S",,,,""
"ESG0010","2009/2010","2S",,,,""
"ESG0011","2009/2010","2S",,,,""
"ESG0012","2009/2010","2S",,,,""
"ESG0014","2009/2010","2S",,,,""
"ESG0015","2009/2010","2S",,,,""
"ESG0025","2009/2010","2S",,,,""
"ESG0013","2009/2010","1S",,,,""
"EEC0070","2007/2008","2S",,,,""
"EA0006","2009/2010","1S",,,,""
"EC0074","2008/2009","1S",,,,""
"EC0036","2008/2009","2S",,,,""
"EQ0025","2008/2009","1S",,,,""
"EC0090","2008/2009","1S",,,,""
"EM0013","2008/2009","2S",,,,""
"EIG0037","2008/2009","2S",,,,""
"PDEEC0001","2008/2009","1S",,,,""
"EQ0015","2008/2009","1S",,,,""
"EQ0049","2008/2009","1S",,,,""
"EC0059","2008/2009","1S",,,,""
"EC0063","2008/2009","1S",,,,""
"EEC0035","2008/2009","1S",,,,""
"EM0075","2008/2009","1S",,,,""
"EEC0056","2007/2008","2S",,,,""
"EM0018","2008/2009","1S",,,,""
"EEC0077","2008/2009","1S",,,,""
"MCI0015","2008/2009","2S",,,,""
"MEMG0017","2008/2009","1S",,,,""
"MEST210","2006/2007","2S",,,,""
"EBE0023","2008/2009","1S",,,,""
"EA0045","2008/2009","2S",,,,""
"EC0091","2008/2009","1S",,,,""
"EQ0006","2008/2009","1S",,,,""
"EM0026","2008/2009","1S",,,,""
"EC0065","2008/2009","1S",,,,""
"EEC0110","2008/2009","2S",,,,""
"EM0070","2008/2009","1S",,,,""
"EA0027","2008/2009","1S",,,,""
"EIC0015","2008/2009","1S",,,,""
"ESG0014","2007/2008","2S",,,,""
"EQ0052","2008/2009","1S",,,,""
"EA0018","2008/2009","1S",,,,""
"EQ0032","2008/2009","1S",,,,""
"EA0066","2008/2009","1S",,,,""
"PRODEI014","2007/2008","1S",,,,""
"EIC0017","2008/2009","1S",,,,""
"EEC0041","2008/2009","1S",,,,""
"EM0083","2008/2009","2S",,,,""
"EA0067","2008/2009","1S",,,,""
"EIC0033","2008/2009","1S",,,,""
"EQ0022","2008/2009","1S",,,,""
"EM0068","2007/2008","1S",,,,""
"EEC0012","2008/2009","1S",,,,""
"EIC0024","2008/2009","1S",,,,""
"EM0020","2008/2009","2S",,,,""
"EEC0033","2008/2009","1S",,,,""
"EC0061","2008/2009","1S",,,,""
"EEC0091","2008/2009","1S",,,,""
"EA0026","2008/2009","1S",,,,""
"EEC0124","2008/2009","1S",,,,""
"EMG5204","2007/2008","2S",,,,""
"EC0015","2008/2009","1S",,,,""
"EC0058","2008/2009","1S",,,,""
"EC0098","2008/2009","1S",,,,""
"EMM0047","2007/2008","2S",,,,""
"EMG4202","2007/2008","2S",,,,""
"EEC0058","2008/2009","1S",,,,""
"EM0036","2008/2009","1S",,,,""
"EC0028","2008/2009","2S",,,,""
"EC0042","2008/2009","1S",,,,""
"EEC0115","2008/2009","1S",,,,""
"EM0072","2008/2009","1S",,,,""
"EEC0135","2007/2008","2S",,,,""
"EEC0078","2007/2008","2S",,,,""
"EC0120","2008/2009","1S",,,,""
"GEI513","2001/2002","2S",26,20,20,"DEMEGI"
"EC0018","2008/2009","2S",,,,""
"EC0037","2008/2009","2S",,,,""
"MEAM1102","2003/2004","1T",15,3,2,""
"EMG0028","2008/2009","2S",,,,""
"EMG0030","2008/2009","2S",,,,""
"PRODEB001","2008/2009","1S",,,,""
"PRODEB005","2008/2009","1S",,,,""
"PRODEB009","2008/2009","2S",,,,""
"PRODEB014","2008/2009","2S",,,,""
"EMM0025","2007/2008","1S",,,,""
"EC0069","2008/2009","1S",,,,""
"EBE0030","2008/2009","2S",,,,""
"EIC0016","2009/2010","2S",,,,""
"ESG0005","2008/2009","1S",,,,""
"EC0099","2008/2009","1S",,,,""
"EC0086","2008/2009","1S",,,,""
"EC0085","2008/2009","1S",,,,""
"EM0025","2008/2009","1S",,,,""
"XT0001","2007/2008","2S",,,,""
"EC0045","2008/2009","1S",,,,""
"MEB207","2008/2009","2S",,,,""
"EIC0077","2009/2010","2S",,,,""
"FEUP002","2009/2010","1S",,,,""
"EM0065","2009/2010","1S",,,,""
"EM0066","2009/2010","1S",,,,""
"EM0067","2009/2010","1S",,,,""
"EM0068","2009/2010","1S",,,,""
"EM0069","2009/2010","1S",,,,""
"EM0070","2009/2010","1S",,,,""
"EM0071","2009/2010","1S",,,,""
"EM0072","2009/2010","1S",,,,""
"EM0073","2009/2010","1S",,,,""
"EM0074","2009/2010","1S",,,,""
"EM0075","2009/2010","1S",,,,""
"EM0076","2009/2010","1S",,,,""
"EM0077","2009/2010","1S",,,,""
"EM0078","2009/2010","1S",,,,""
"EM0079","2009/2010","1S",,,,""
"EM0080","2009/2010","1S",,,,""
"EM0081","2009/2010","1S",,,,""
"EM0082","2009/2010","1S",,,,""
"EM0083","2009/2010","1S",,,,""
"EM0084","2009/2010","1S",,,,""
"EM0085","2009/2010","1S",,,,""
"EM0050","2009/2010","2S",,,,""
"EM0051","2009/2010","2S",,,,""
"EM0058","2009/2010","2S",,,,""
"EM0059","2009/2010","2S",,,,""
"EM0063","2009/2010","2S",,,,""
"EM0064","2009/2010","2S",,,,""
"EM0073","2009/2010","2S",,,,""
"EM0074","2009/2010","2S",,,,""
"EM0083","2009/2010","2S",,,,""
"EM0084","2009/2010","2S",,,,""
"EC0012","2008/2009","1S",,,,""
"EIG0003","2009/2010","1S",,,,""
"EIC0055","2008/2009","1S",,,,""
"EC0050","2008/2009","1S",,,,""
"ESG0001","2008/2009","1S",,,,""
"EC0002","2008/2009","1S",,,,""
"EBE0022","2008/2009","1S",,,,""
"EC0029","2008/2009","2S",,,,""
"EBE0025","2008/2009","1S",,,,""
"FEUP002","2008/2009","1S",,,,""
"EC0017","2008/2009","2S",,,,""
"EMG0007","2008/2009","2S",,,,""
"PRODEC055","2008/2009","2S",,,,""
"PRODEC056","2008/2009","2S",,,,""
"PRODEC057","2008/2009","2S",,,,""
"PRODEC063","2008/2009","2S",,,,""
"PRODEC069","2008/2009","2S",,,,""
"PRODEC074","2008/2009","2S",,,,""
"EM0043","2007/2008","2S",,,,""
"EEC5270","2006/2007","1S",,,,""
"EEC0020","2008/2009","1S",,,,""
"EM0053","2008/2009","1S",,,,""
"EC0055","2008/2009","1S",,,,""
"PRODEC036","2008/2009","2S",,,,""
"PRODEC038","2008/2009","2S",,,,""
"EC0079","2008/2009","1S",,,,""
"EC0007","2008/2009","2S",,,,""
"PRODEC044","2008/2009","2S",,,,""
"PRODEC050","2008/2009","2S",,,,""
"EBE0073","2008/2009","2S",,,,""
"EIG0036","2008/2009","2S",,,,""
"EMG0011","2008/2009","1S",,,,""
"EMG0015","2008/2009","1S",,,,""
"EMG0022","2008/2009","1S",,,,""
"EC0008","2008/2009","2S",,,,""
"EMM0014","2008/2009","1S",,,,""
"EC0005","2008/2009","1S",,,,""
"XT0001","2008/2009","2S",,,,""
"EMM0049","2008/2009","2S",,,,""
"EQ0013","2008/2009","1S",,,,""
"EC0053","2008/2009","1S",,,,""
"EC0060","2008/2009","1S",,,,""
"EEC0025","2008/2009","1S",,,,""
"EEC0069","2008/2009","1S",,,,""
"EC0011","2008/2009","1S",,,,""
"EEC0053","2008/2009","1S",,,,""
"PRODEM016","2008/2009","1S",,,,""
"EC0013","2008/2009","1S",,,,""
"EEC0044","2008/2009","1S",,,,""
"EIG0040","2008/2009","1S",,,,""
"EM0039","2008/2009","1S",,,,""
"PDEEC0009","2007/2008","1S",,,,""
"EC0097","2008/2009","1S",,,,""
"EC0022","2008/2009","1S",,,,""
"MDI0006","2008/2009","1S",,,,""
"EC0077","2008/2009","1S",,,,""
"EC0006","2008/2009","2S",,,,""
"PRODEC034","2008/2009","1S",,,,""
"PRODEC034","2008/2009","2S",,,,""
"EMG0010","2008/2009","2S",,,,""
"EMG0008","2008/2009","2S",,,,""
"EC0025","2008/2009","2S",,,,""
"EA0006","2008/2009","1S",,,,""
"EC0049","2008/2009","1S",,,,""
"MEAM1100","2003/2004","1T",15,,,""
"MCI0014","2008/2009","2S",,,,""
"EQ0024","2008/2009","1S",,,,""
"PRODEC077","2008/2009","1S",,,,""
"DEGT0002","2008/2009","A",,,,""
"DEGT0004","2008/2009","1S",,,,""
"DEGT0006","2008/2009","1S",,,,""
"PRODEC007","2008/2009","1S",,,,""
"MEMG0011","2008/2009","1S",,,,""
"EEC0107","2008/2009","1S",,,,""
"EA0019","2008/2009","1S",,,,""
"EBE0024","2008/2009","1S",,,,""
"EA0043","2008/2009","1S",,,,""
"PDEEC0002","2008/2009","1S",,,,""
"EQ0034","2008/2009","1S",,,,""
